,closest_well_id,distance_to_closest_well
178,3523,0.2932468754626867
179,11401,0.4242547173282985
180,64611,0.3762033416323203
181,49610,0.03326987347024492
182,19123,0.10416321218015358
183,161,0.1507252770344048
184,21319,0.39848103273743274
185,46575,0.20548584959521934
186,11034,0.06298662361537953
187,44561,0.35396247788363633
188,69530,0.30656582710545427
189,6237,0.053057372543490806
190,61944,0.40573662890486467
191,68075,0.2022756071922034
192,7971,0.44196701445200726
193,53661,0.1255887219138144
194,22487,0.04795300582939316
195,5529,0.15589429100777655
196,15929,0.050688933295195734
197,17594,0.49483537784892306
198,33175,0.0471103532755958
199,44657,0.04210454440532848
200,14500,0.19770841754553906
201,32228,1.5355897064922641
202,66,0.1556782575467323
203,39912,0.7398589141922167
204,45946,0.3521786841766425
205,51975,0.5145812207844025
206,1578,0.29705717500978357
207,52070,0.008056613583491776
208,59079,0.19061328577177858
209,70628,0.2995085684709341
210,35973,0.5263372500949874
211,68493,0.006036896649550305
212,54077,0.7026631756053188
213,9303,0.23264078872270558
214,18731,0.24273827964578765
215,71970,0.27058457045016876
216,46623,0.14494702787691638
217,16173,0.24331370532628158
218,71537,0.04807939651253485
219,3970,0.41465325612566345
220,12572,0.02415536707921813
221,62039,0.046945641346538676
222,28476,0.10515564366282897
223,56401,0.4936738621204114
224,51133,0.34887019486656945
225,50493,0.10866510039901493
226,6171,0.08544914792645719
227,47361,0.9585590310358078
228,63429,0.017573567070507844
229,68112,0.15953799451665907
230,70226,0.26800763384796594
231,34647,0.17755529796623443
232,12321,0.35102656264807
233,21134,0.17006179696116908
234,57099,0.6292165349879226
235,997,0.37267182616517086
236,27151,0.5605159587124812
237,59114,0.14126611738112183
238,38286,0.16429934580238614
239,7154,0.11650892794229296
240,33469,0.005786131458853198
241,56086,0.13936371805084483
242,36365,0.4394201137996154
243,7897,0.08132988733124988
244,54095,0.21261355817209213
245,52319,0.10289006138183578
246,14438,0.16943775582927678
247,66780,0.1590994755846086
248,31891,0.26946130368669935
249,41402,0.40838540691286973
250,67834,0.15193120061515217
251,28364,0.22844224395580134
252,40300,0.1261365203721226
253,13798,1.317434660771675
254,24705,0.05438312349947026
255,15087,0.006598971678171624
257,61134,0.49605182288735217
258,17771,0.0888668606037097
259,19231,0.033983292873354505
260,57935,0.7256659019108583
261,44966,0.0873239494452361
262,14442,0.1717678485646048
263,57015,0.7056827318766502
264,28166,0.4015128246439359
265,49979,0.07536430077011437
266,47723,0.6742582178909233
267,40751,0.054206680864600315
268,37672,0.3228406370086485
269,30193,0.2554076067699638
270,53452,0.19320699039510394
271,50130,0.24936047751726273
272,64187,0.3403411692419921
273,30805,0.3681400811823078
274,55765,0.19641899716040406
275,50784,0.19076269738221924
276,54216,0.019747107853706983
277,24509,0.5100490137198509
278,48672,0.1422905254255255
279,72267,0.30667217284133724
280,45999,0.05972317338506748
281,5175,0.22039645850234105
282,27281,0.0928089248170565
283,54159,0.19257648336279107
284,50544,0.054136148484198884
286,21590,0.1134587730498444
287,51041,0.09262956567367217
288,63328,0.3667845369481226
289,33409,0.4244361806289941
290,3745,0.09401535905639323
291,17936,1.4317525031486082
292,35037,0.4542580422420853
293,40033,0.2809262257424241
294,17696,0.25025022170404865
295,54113,0.08032283476452623
296,47098,0.14146661137995378
297,8804,0.3562339736937376
298,28717,0.09660196425832993
299,11616,0.016799304177054872
300,45387,0.14073344545231162
302,8553,0.6916629050349519
303,7030,0.017827077917098814
304,46601,0.3756556629354163
305,32837,1.4769489442802517
307,64159,0.2093623994687167
308,14025,0.8540543799882379
309,4374,0.7714568635823308
310,46750,0.053592446264633865
311,71598,0.11924018478861124
312,17780,0.12786677516764086
313,20999,0.00948106677074535
314,45795,0.3407022347067978
315,58604,0.9899950012395549
316,36835,0.27840871410424506
317,56091,0.002614260920364822
318,31315,0.11824053910442588
319,57055,0.2994476294600569
320,66126,0.172132879459333
322,71928,0.052599443045351024
323,17871,0.7215881474978123
324,24335,0.25788009852773897
325,18990,0.08065048894815832
327,14972,0.05453437057677384
328,9519,0.17705415293796856
329,65831,0.028331526923699585
330,63554,0.33228434872177653
331,62787,0.09657436729928486
332,45163,0.1163421037093619
333,30521,0.024258940098746972
334,55753,0.1331946670046754
335,16598,0.1750220536451347
336,28486,0.15492730951530034
337,69549,0.19691866091766752
338,4230,0.08841732946437782
339,6964,0.3244377021816331
340,64518,0.02290026873877685
341,3894,0.22472144428206056
342,64490,0.9583545930239644
343,71587,0.137848482707479
344,71374,0.08995299554458067
345,63198,0.1778462442436967
347,25360,0.007923124052188533
348,61360,0.24555629268364915
349,3865,0.7028084370604981
350,8129,0.16841640071207006
351,13867,0.21126559029377945
352,69877,0.15245536828807718
353,46899,0.10223780736935742
354,3148,0.010355722745716212
355,56220,0.21157504860614562
356,54748,0.02757375796521982
357,60410,0.10288453154420302
358,67440,0.228831848752411
359,17829,0.5367321719839407
360,40157,0.149494392783366
361,46866,0.39510280991273306
362,13837,0.17315144479262629
363,48504,0.048814371034090955
364,52771,0.14615229528635723
365,8143,0.12090260612979195
366,69067,0.01847365884865897
367,16656,0.05876855038934173
368,5913,0.401386295957206
369,53337,0.3411505900307492
371,18489,0.49661187057925066
372,10697,0.33868487072105163
373,50625,0.2756215709093957
374,16659,0.1369767216686312
375,43431,0.11780041866428825
376,27562,0.2570974299326803
377,10006,0.5806828565948363
378,58518,0.12896801239083125
379,68126,0.1316412604739889
380,54577,0.16531014224584764
381,20057,0.15530549486833964
382,35346,0.3680342886110031
383,54873,0.5212953364187475
384,36786,0.306537198644774
385,60857,0.1432157706305329
386,37870,0.17865128323345453
387,43993,0.28261135743427823
388,37359,0.21213418064785738
389,68642,0.2757922884241407
390,14904,0.3419677417656237
391,7956,0.09025502324931561
392,49589,0.21797304680690943
393,53390,0.10293775446502082
394,19699,0.29855591132191306
395,24765,0.18269992362646975
396,16347,0.10551258102706924
397,64052,0.2144736415776638
398,63805,0.17272822832698168
399,69631,0.023574890403005793
400,26594,0.062130472028323704
401,46966,0.7196042986602086
402,38796,0.3534322716685844
403,18161,0.3903822456305902
404,14807,0.3516169112612794
405,65648,0.7488050880581076
406,2275,0.797920988858777
407,59314,0.5288746022959159
408,4709,0.3438178831379347
409,10670,0.11758030296528212
410,66895,0.06432014533563285
411,58579,0.3555109391120366
412,28868,0.8462238898301667
413,39989,0.028748277258818816
414,14030,0.1338140671630355
415,3836,0.13757184885105678
416,41618,0.13944277345368883
417,62286,0.05814316885461632
418,17526,0.388068237072087
419,58666,0.13519215913660082
420,24847,0.1634363879986903
421,70956,0.26591256227586
422,12784,0.5701904439853136
423,61373,0.06094512052404226
424,47655,0.6180161768101258
425,66334,0.09022114598944134
426,50760,0.16092547580681307
427,72073,0.015490793571237064
428,44325,0.026314156307495697
429,15797,0.06325669924439989
430,64132,0.28446787178975014
431,32606,0.5809524233678864
432,56329,0.06506347878972274
434,1187,0.051989345142525935
435,3095,0.10114508034043712
436,46857,0.012385927605516604
437,55110,0.03222289079268079
438,62937,0.007896067203500013
439,63084,0.27930900152497523
440,40711,0.2377783033231995
441,7023,0.016161314551107496
442,43935,0.08520913071974198
443,18375,0.18266114058325802
444,18218,0.18252937673892086
445,7688,0.46226164635839806
446,46132,0.3449870386623903
447,48107,0.7973843467557311
448,62695,0.07976774851682046
449,54258,0.18052035978008174
450,49374,0.12047515761091519
451,50052,0.13283453241844811
452,57048,0.12307452908291383
453,15450,0.018398914543127882
454,69540,0.08668015854196767
455,70988,0.09450769752531386
456,68714,0.0032001719937019683
457,30946,0.3040937685477031
458,9368,0.9310273435774347
459,24857,0.14791291694053704
460,24834,0.23339307641510332
461,72867,0.20774540366153116
462,60400,0.12494138710129499
463,16718,0.6640879899419302
464,56800,0.3854444036188687
465,21388,0.09032930817530971
466,22142,0.16214866843975015
467,9826,0.033871341196963264
468,61933,0.13330211825320118
469,37650,0.04805065446468563
470,67647,0.1497984451266224
471,63160,0.9766383866096205
472,45362,1.2931027827228398
473,40527,0.17463039412564785
474,14500,0.4415743117657427
475,52707,0.11953219966725545
476,3372,0.05525937371247086
477,18241,0.018853641676342254
478,26621,0.481607067994915
479,27070,0.23888485669941892
480,60588,0.04633394744313196
481,62659,0.08895642773274728
482,73473,0.016565682335528045
483,59507,0.0846469715082004
484,41087,0.22566926579396623
485,17523,0.13624373506120568
486,33574,0.08334439673304028
487,67079,0.5180336474106298
488,65461,0.26418154918268244
489,41290,0.21610347202835975
490,2252,0.06878764443022133
491,10582,0.5336727984959986
492,61571,0.4214722033457795
493,29870,0.07980155023215463
494,64447,0.017655157553631076
495,56527,0.11699780202982778
496,61460,0.1588638604459138
497,30809,0.17034600274694864
498,22474,0.07316509351490225
499,30448,0.20331092994734123
500,817,0.1274472711007257
501,67768,0.22248898221269903
502,15404,0.3908018144366645
503,16397,0.004641877369537716
504,26298,0.12652741177906437
505,12909,0.1704698531396138
506,14761,0.12852232235051428
507,58782,0.14171202333004063
508,58959,0.2100919711909043
509,11160,0.12580572387473143
510,57321,0.5623676579452341
511,23175,0.17994138424325154
512,47563,0.027088475132342183
513,41835,0.7268893230468727
514,56326,0.047115782056741856
515,27372,0.2184689447472267
516,71722,0.022945203416904484
517,19949,0.3248584125655163
518,51219,0.4184172263233963
519,72083,0.14323166045832603
520,59089,0.12478484663235657
521,70331,0.07012617597013775
522,58956,0.12385733749533284
523,65760,0.02656167188059367
524,47421,0.005583830080353629
525,60490,0.1410015939315255
526,53737,0.0774381742143553
527,42092,0.19151405762933058
528,33937,0.5485477901490993
529,60600,0.3322172609492308
530,57543,0.2725577055600275
531,38659,0.23119869323995637
532,19028,0.05647873165519427
533,3769,0.8269498192242014
534,16935,0.09315114285403142
535,38827,1.136972275001075
536,64881,0.6851903321095791
537,20923,0.2735745027279288
538,72516,0.207766466210751
539,61489,0.11817742438106381
540,37400,0.0784894328874524
541,68856,0.07754619413092988
542,54335,0.16876082470261755
543,66987,0.061262101140168404
544,7512,0.08503843841502376
545,23066,0.14587462674090795
546,8730,0.49487288304836047
547,3039,0.054901349160896236
548,71664,0.15297307669803925
549,19106,0.030288751326969253
550,6963,0.2604678344699942
551,42686,0.4157121593625484
552,55080,0.32436334857193083
553,54499,0.3152168876456598
554,58258,0.20963768697021914
555,4127,0.0829192975617321
556,73015,0.07388243766391073
557,51539,0.30082068471844675
558,55702,0.7280461109253914
559,30372,0.048703465471107175
560,72405,0.35956669486067183
561,73145,1.3756951596866758
562,47332,0.1579912460659719
563,64425,0.23723799055913475
564,24988,0.3914934761128571
565,57054,1.523971846817404
566,27165,0.03629269030275391
567,18260,0.11822848691309731
568,13054,0.4252735590242465
569,47244,0.1377492641885105
570,30278,0.146008319599264
571,34122,0.527564979955114
572,39584,0.32139604431895985
573,46434,0.17171504592038464
574,54884,0.017075737401162642
575,27040,0.07456407115731462
576,9269,0.1215011425868285
577,28461,0.05363469975750683
578,59056,0.1607273124258497
579,38209,0.1611547407797316
580,26545,0.33508222712637925
581,73217,0.2711648317436804
582,51146,0.05652769266530281
583,31859,0.5864738241532768
584,27750,0.08125681804513017
585,61009,0.3445999875474691
586,58201,0.4231082618463348
587,29854,0.41677318567404964
588,17206,0.18956417138438134
589,73335,0.035002036715672764
590,10310,0.5282096843859041
591,16419,0.06429127570277658
592,72096,0.28026583249240716
593,34289,0.07202243153320852
594,62042,0.2378575224528269
595,114,0.045870459511136816
596,42832,0.11139390516360853
597,10296,0.4397144002989928
598,52960,0.16649551459685266
599,8549,0.4536339502431626
600,30071,0.25166645107579144
601,60633,0.2611586257842534
602,70720,0.4113648084963428
603,37021,0.8154364234398914
604,64629,0.17708509540791845
605,55109,0.21051903595933652
606,59254,1.400536576520122
607,65037,0.14395902875163946
608,41136,0.10413828731570549
609,71094,0.04218084116033533
610,22704,0.08168345474254429
611,64979,0.08029354315460158
612,24064,0.09555785526240719
613,62285,0.12953973521059386
614,31583,0.8522916350887058
615,21280,0.033225391441808715
616,72936,0.2604380602947272
617,56207,0.2503543858562053
618,35187,0.08485380922263241
619,67928,0.6429291305735432
620,60141,0.05022337057815262
621,30444,0.14962556067695487
622,32878,0.049380702419544814
623,39506,0.31554075632383355
624,49132,0.16648432207597272
625,51994,1.1655865679559545
626,61148,1.0867868561915324
627,53039,0.03276397777466917
628,1952,0.08248551124833294
629,58799,0.2735074929010292
630,49224,1.222448765057095
631,71151,0.4429041377599127
632,50110,0.16074481585225278
633,42320,0.14691350350385984
634,28053,0.124745715690636
635,8817,0.22807165665856013
636,52297,0.2427540555421031
637,33884,1.8784949852628439
638,11860,0.16512280481081446
639,44567,0.06319445113089724
640,27494,0.1758749779366679
641,41053,0.16939095482162392
642,31324,0.13688256586112887
643,33360,0.06572758917622692
644,12543,0.13901253157993768
645,12360,0.06763523773787697
646,23874,0.11050933264904451
647,27419,0.2090577888096178
648,15213,0.03200949379063637
649,5605,1.0293163416431632
650,60168,0.004342880030367144
651,48609,0.07127502257477758
652,5723,1.5697454464809937
653,26956,0.3491405296027668
654,3624,0.21358454731036577
655,51813,0.001530332216955273
656,56643,0.8310290288001635
657,4590,0.3211223137745001
658,59948,0.13830076561146415
660,5796,0.016140846410001766
661,56033,0.1667446590733742
662,39199,0.27254721704902696
663,63768,0.3545175255545336
664,15528,0.24810959173557948
665,3023,0.028894429943833302
666,56394,0.27408788878643586
667,447,0.8871284758232107
668,10200,0.0021440237799413113
669,32487,0.06735657773702916
670,40193,0.20017912980318237
671,73109,0.22630965124054497
672,28604,0.8261709824093101
673,47111,0.176187019045291
674,11975,0.0714911489517567
675,50340,0.0011738856186407347
676,3593,0.3156348561460126
677,34935,0.09403732387208337
679,33368,0.34425284586764926
680,72697,0.08993086509672002
681,36464,0.5012235903899448
682,48926,0.04796671907497347
683,6716,0.14097544381724178
684,878,0.13036478154857048
685,43469,0.0993187583158669
686,17431,1.2046319064861974
687,61614,0.11668789025830552
688,70581,0.30341870941314525
689,10141,0.6503213511436406
690,15875,0.9988627510444249
691,37454,0.0948323565825251
692,48629,0.38108813942603653
693,10843,0.37305681714919203
694,72798,0.13152112881096623
695,63904,0.31120063926336716
696,15521,0.19104438596792506
698,3808,0.05664241550708109
699,15186,0.08674735610532651
700,16986,0.05469862438428586
701,54059,0.696950396668159
702,40974,0.1002871855007572
703,41111,0.14677604762794919
704,47252,0.19106259069637713
705,41774,0.6851990901224083
706,25394,0.20617602786116923
707,67570,0.48661431028416896
708,25036,0.023749526782041595
709,21813,0.3100889611745933
710,50713,0.05731284857627593
711,6865,0.07690297091060735
712,63581,0.04429883742415499
713,30475,0.03367712643936528
714,58272,0.12259001825571021
715,3089,0.13410405825335325
716,32940,0.26811341975876724
717,68282,0.1535195289734215
718,69283,0.010535450436211577
719,67552,0.11378491253153122
721,16669,0.10131695536728666
722,69966,0.19504918015511394
723,2721,0.011978305621138663
724,22666,0.20246121492694835
725,43500,0.25437494364262775
726,59472,0.2006198035823466
727,60409,0.14096459484748758
728,29440,0.28515477839153086
729,14520,0.5186512458491906
730,21775,0.010460537209361105
731,56660,0.18808141023277866
732,34035,0.22851837246040044
734,40643,0.04065158140213791
735,54030,0.06061609276088943
736,73413,0.35301724492388065
737,56273,0.8847273659512902
738,21925,0.09048732889763701
739,57815,0.3152882274503562
740,58814,0.24311389190461094
741,2454,0.2119668281972895
742,54117,0.047363841533868176
743,11408,0.11903720298697612
744,44984,0.19568765342763655
745,37936,0.11734826933325566
746,2766,0.017853507706056627
747,44205,1.040813558605634
748,46425,0.08594081756974274
749,26186,0.25146468814100403
750,49519,0.37403336782891183
751,70903,0.34419819091486353
752,38896,0.25901138413001684
753,54104,1.0486845616084632
754,12701,0.058150380224903986
756,3037,0.1437427662007394
757,72338,0.4184429488362989
758,30869,0.022592620149312632
759,30465,0.799277959261641
760,1321,0.13723764349460976
761,38379,0.11716835552751868
762,54965,0.03410992788766873
763,44700,0.06613949228011057
764,70762,0.4426364261631138
765,6256,0.02065331501113013
766,20112,0.1818654040536061
767,7805,0.07327532858402458
768,24820,0.03467431349748492
769,14963,0.03017133790059264
770,16562,0.3404881861842575
771,66902,0.3452621625468498
772,1397,0.05771465618390702
773,43221,0.11712042592249242
774,23373,0.1321744927451347
775,57132,0.05384976732504139
776,8788,0.2508867083545986
777,29879,0.3031604276791886
778,66933,0.1206409249671872
779,19713,0.041845683215555256
780,22795,0.05696479883321
781,62757,0.33103038343742197
782,60812,0.3107211698902136
783,33505,0.10033887297391077
784,25963,0.010018921842799977
785,30744,0.29908125761188614
786,25057,0.477622874698333
787,11090,0.06724090915626638
788,37978,0.0230770700113961
789,25566,0.037060587740371985
790,64582,0.06786036735658882
791,32634,0.8942947928286792
792,55646,0.16068146108235729
793,40145,0.171395167884345
794,8356,0.2745807673184661
795,25126,0.40381882885459186
796,27950,0.28490022688581784
797,15986,0.096189222515867
799,45404,0.3885008699802868
800,44073,0.42216545865408234
801,24740,0.49385320079619066
802,66500,0.528812424112847
803,14088,0.19749454954127058
804,54232,0.41917917486773787
805,50783,1.8391727787417311
806,69067,0.016914082212604722
807,1814,0.13882956202799626
808,25187,0.33964131912443923
809,10427,0.13308927303180623
810,52687,0.424794447054346
811,31917,0.023905936290341972
812,57749,0.023004576418621317
813,65973,0.24089233065828855
814,30355,0.12855775940294792
815,25545,0.4377209469526138
816,52109,0.4893735967414953
817,54125,0.0653522367592468
818,32288,0.2045392616078982
819,41492,0.1648572998730898
820,1155,0.050434632075445
821,62900,0.24855595981328324
822,70061,0.003940865678735648
823,17594,0.18647661312690111
824,62726,0.19776489909054598
825,56377,0.22357379114857376
826,40009,0.05188277856056853
827,52389,0.2134963787804331
828,58152,0.028159541355871412
829,18088,0.18658538363652513
830,42423,0.057974868981381086
831,27796,0.07913392045334303
832,67956,0.23449400512039606
833,51877,0.11649854856434311
834,22611,0.13788977534707555
835,21095,0.16187660880504728
836,54202,0.16083192577494382
837,70772,0.13358836262353016
838,61667,0.6528659679057578
840,68029,0.10956378525209255
841,13427,0.0022229124657454974
842,54904,1.370447982179629
843,51580,0.05738666226709748
844,57802,0.22417123821794663
845,68253,0.2083317778372296
846,70943,0.6568108274144661
847,9455,0.19722465867001185
848,28736,0.02757205420840838
849,40930,0.10125703849096118
850,41336,0.08530147788258778
851,73025,0.22593853084743848
852,16929,0.12057860493652327
853,31089,0.36068972958161244
854,71940,0.15613323964872644
855,13342,0.18481062991928043
856,21907,0.15574024019655666
857,36533,0.22491435132816384
858,65889,0.0010988614213521515
859,71035,0.2004454766528956
860,14379,0.0733442273612269
861,12606,0.058154000534198294
862,6753,0.24402768195364252
863,28550,0.29389294193049204
864,44971,0.27441516103900454
865,19099,0.10247103172090873
866,44431,0.03093201486273862
867,14423,0.6079572989654498
868,44413,0.08713465834816125
869,24180,0.08924496516748662
870,16708,0.275792856212294
871,40495,0.17942372819102673
872,21375,0.5826382460345642
873,61230,0.047638666544740325
874,59923,0.35247923444911905
875,23509,0.25837506675913885
876,57224,0.02234162928303959
877,44549,0.055836805115191165
878,684,0.13036478154857048
879,60013,0.21164581728857618
880,49519,0.07659358899576058
881,50620,0.10233075282920827
882,36294,0.14811114457820476
883,44714,0.26866024715339465
884,26634,0.13019928716639279
885,1145,0.8109398886141151
886,32400,0.6195331674099941
887,44482,0.10215853967610972
888,34258,0.08996812004353022
889,34898,0.02617978673630201
890,59181,0.22605768477506435
891,28402,0.0957958094331239
892,2871,0.43973217435993867
893,2769,1.3806009395312357
894,29277,0.05047832248052973
895,44207,0.02502106786774706
896,26993,0.02735258832247224
897,30418,0.09265976463535308
898,54002,0.2081861080172804
899,44270,0.1611352303093764
900,10389,0.36782835471449
901,29719,0.3846312096173063
902,1019,0.3749698062522775
903,40259,0.16859954193024548
904,38116,0.07351890162763136
905,36874,0.09302314566648019
906,47793,0.03373298099740237
907,72025,0.0856936501624464
908,48564,0.9301153031995935
909,55060,0.012795793809856985
910,18113,0.02654397978000261
912,33740,0.07259487230654009
913,21381,0.06953083699927194
914,20435,0.4536729286515215
915,69041,0.35722048059552786
916,49889,0.12219795100194576
917,61308,0.042189667476584716
918,29422,0.1427910362495838
919,2583,0.13937069680006944
920,17860,0.08944492476639453
921,64443,0.15183335801206435
922,7793,0.29013516495996633
923,32643,0.31987047768062143
924,8284,0.10946253316277889
925,16647,0.2646399937351191
926,30341,0.3118292215598252
927,67521,0.6976748022886671
928,11941,0.26112752447179866
929,42046,0.1202763720818239
930,59647,0.03890172849562397
931,55617,0.0015970928905884418
932,8670,0.2518629334937518
933,50573,0.047982241510793694
934,14829,0.09160510168347623
935,71087,0.4031892643002783
936,27368,0.10438006740077878
937,62015,0.16080517019540422
938,39500,0.17684007040707647
940,6422,0.26707916773545853
941,5294,0.0690312487108012
942,55294,0.31622443093550534
943,49654,0.06427890676746931
944,21901,0.04237118730470337
945,32138,0.6620481213044085
946,47554,0.8281009598696976
947,33711,0.13411504704854574
948,25305,0.13719464542482573
949,4481,0.5504680324319036
950,15478,0.008265966520231004
951,45482,0.6265001940943493
952,41608,0.042087102263024326
953,68613,0.13422563735127419
954,31940,1.0874619002298862
955,17645,0.08012447429044077
956,19112,0.015700754779637928
957,10867,0.06721544260397058
958,1494,0.03465644531320942
959,16459,0.4859833477833001
961,69480,0.29137220470071945
962,67386,0.23865240850388925
963,8923,0.17326670266252175
964,35250,0.24789185827150018
966,16278,0.03276169420981445
967,28684,0.3015220984770645
968,40316,0.30937634803646585
969,61039,0.01659170955036134
970,54368,0.07386764697905615
972,28233,0.11432095224371265
973,14953,0.024420138442644762
974,29242,0.006825014830985468
975,46694,0.20858184237285884
976,56234,0.43685911761704116
977,72350,0.1717483280663078
978,16164,0.20677811986186873
979,33676,0.0720629570342221
980,64307,0.20057568955698188
981,56750,0.42050693528581995
982,33778,0.2317112279195996
983,48885,0.0731948132043663
984,36234,0.4333324077221306
985,66566,0.5763017510727264
986,41964,0.1641007716757592
987,50003,0.5556613378421352
988,13954,0.13678250677065282
989,68411,0.06910324605209081
990,50821,0.1352342885963553
991,55556,0.05153134487565105
993,3054,0.10695259326511458
994,20174,0.24507365893544822
995,9728,0.30555417777016697
996,38856,0.2513512447256317
997,41757,0.15147074145188089
998,66575,0.09703427214692006
999,63753,0.01237102833519555
1000,71962,0.08996421344722051
1001,5835,0.7843052669976291
1002,45337,0.15516829669446372
1003,52609,0.5080893159316846
1004,31574,0.7085257463199925
1005,1963,0.21866687445399022
1006,63209,0.15398918342584558
1007,43252,0.06066601670455691
1008,49283,0.5160295738382624
1009,32763,0.35288522530744515
1010,19107,0.12066885754844194
1011,61500,0.03835827173707891
1012,52030,0.15739523846197345
1013,29342,5.784981608348028
1014,62161,0.25282661517481336
1015,8352,0.11873799240700059
1016,69309,0.17563090975467013
1017,35325,0.42305412530126907
1018,134,0.15245725135139493
1019,55114,0.04207775823764299
1020,26528,0.25089229099658833
1021,56758,0.5326301486662749
1022,19346,0.17856324900911402
1023,10774,0.18031234191568127
1024,9232,0.12078010551324334
1025,31791,0.5521419587360925
