,closest_well_id,closest_well_distance,closest_well_subvillage
142,8557,2.7335753104244427,nsololo tankini
143,4930,0.030372389267476336,kipogoro
144,57211,0.18390557756980977,kingobwe
145,17862,0.04004889101251759,mtaa wa kitunda kati
146,35228,1.026050053345728,
147,19198,0.23761378884449905,mahongole a
148,14273,0.0862464053402795,
149,44694,0.09067585727605192,mahango
150,9606,0.2600691379623184,kwiriba
151,11043,0.1638562931537384,kanalunwa
152,57499,0.1083138453641095,
153,13681,0.14402944952795252,nyamerama
154,6717,0.18107391539455425,luhororo
155,65673,0.40442382520388537,
156,4690,0.08114940638901964,
157,26393,0.09650229340251344,ishilanga
158,22589,0.5270923992960855,maganju
159,28415,0.5841650218153958,jj
160,55928,0.12166155068968922,mahongole a
161,183,0.1507252770344048,kyafuma
162,63283,0.15116241010566048,igominyi
163,8475,0.1712997888354208,kagembe a
164,49621,0.07981957922674088,chabula
165,4406,0.002311925296602975,
166,39823,0.033031171247801985,
167,3380,0.12118178563845781,
169,31844,0.17855254010527602,mkapita
170,49728,0.10914538147278666,
171,63391,0.11032380178248574,ichese
172,68412,0.09058564695186062,friend's corner
173,48956,0.13582526531516076,katindiuka a
174,8229,0.04257658176692065,
175,25732,0.185397223219051,msanzi kati
176,29975,1.0002279140487238,
178,3523,0.2932468754626867,nzovu
179,11401,0.4242547173282985,
180,64611,0.3762033416323203,ibangamoyo
181,49610,0.03326987347024492,
182,19123,0.10416321218015358,
183,161,0.1507252770344048,kyafuma
184,21319,0.39848103273743274,kurungeni
185,46575,0.20548584959521934,mwiluti
186,11034,0.06298662361537953,
187,44561,0.35396247788363633,bulifani
188,69530,0.30656582710545427,matwalani
189,6237,0.053057372543490806,
190,61944,0.40573662890486467,siuyu
191,68075,0.2022756071922034,
192,7971,0.44196701445200726,
193,53661,0.1255887219138144,chalinze mzee a
194,22487,0.04795300582939316,sadani
195,5529,0.15589429100777655,
196,15929,0.050688933295195734,tariso
197,17594,0.49483537784892306,kiseni
198,33175,0.0471103532755958,
199,44657,0.04210454440532848,ishigwandama
200,14500,0.19770841754553906,nyamahawa
201,32228,1.5355897064922641,m/kati
202,66,0.1556782575467323,igominyi
203,39912,0.7398589141922167,mahongole a
204,45946,0.3521786841766425,mumigezi
205,51975,0.5145812207844025,kagondo kaifo
206,1578,0.29705717500978357,ilomba
207,52070,0.008056613583491776,patandi
208,59079,0.19061328577177858,
209,70628,0.2995085684709341,
210,35973,0.5263372500949874,iponda
211,68493,0.006036896649550305,kapamisya
212,54077,0.7026631756053188,barabara 7
213,9303,0.23264078872270558,
214,18731,0.24273827964578765,komankwavi
215,71970,0.27058457045016876,
216,46623,0.14494702787691638,
217,16173,0.24331370532628158,zobogo
218,71537,0.04807939651253485,olama
219,3970,0.41465325612566345,iziwira
220,12572,0.02415536707921813,
221,62039,0.046945641346538676,ngujini
222,28476,0.10515564366282897,ulkusare
223,56401,0.4936738621204114,
224,51133,0.34887019486656945,lulanzi
225,50493,0.10866510039901493,nyakasero
226,6171,0.08544914792645719,
227,47361,0.9585590310358078,m/kati
228,63429,0.017573567070507844,ishilanga
229,68112,0.15953799451665907,
230,70226,0.26800763384796594,ngombezi
231,34647,0.17755529796623443,
232,12321,0.35102656264807,
233,21134,0.17006179696116908,
234,57099,0.6292165349879226,mara b
235,997,0.37267182616517086,
236,27151,0.5605159587124812,isalalo
237,59114,0.14126611738112183,
238,38286,0.16429934580238614,mazizini
239,7154,0.11650892794229296,
240,33469,0.005786131458853198,chakwale mjini
241,56086,0.13936371805084483,migege
242,36365,0.4394201137996154,
243,7897,0.08132988733124988,mtimbwani a
244,54095,0.21261355817209213,uyamba
245,52319,0.10289006138183578,kagondo kaifo
246,14438,0.16943775582927678,
247,66780,0.1590994755846086,
248,31891,0.26946130368669935,kiwida
249,41402,0.40838540691286973,shungubweni
250,67834,0.15193120061515217,
251,28364,0.22844224395580134,
252,40300,0.1261365203721226,maring'a juu
254,24705,0.05438312349947026,intera
255,15087,0.006598971678171624,
257,61134,0.49605182288735217,mtalala
258,17771,0.0888668606037097,ibangamoyo
259,19231,0.033983292873354505,no 1
260,57935,0.7256659019108583,bulifani
261,44966,0.0873239494452361,hinjiri
262,14442,0.1717678485646048,chizomoche
263,57015,0.7056827318766502,
264,28166,0.4015128246439359,
265,49979,0.07536430077011437,moivaro
266,47723,0.6742582178909233,
267,40751,0.054206680864600315,
268,37672,0.3228406370086485,
269,30193,0.2554076067699638,
270,53452,0.19320699039510394,lubanda
271,50130,0.24936047751726273,
272,64187,0.3403411692419921,mkukwe
273,30805,0.3681400811823078,buswalila
274,55765,0.19641899716040406,nyaruyoba
275,50784,0.19076269738221924,
276,54216,0.019747107853706983,liwola
277,24509,0.5100490137198509,moa
278,48672,0.1422905254255255,
279,72267,0.30667217284133724,no 1
280,45999,0.05972317338506748,rulemba
281,5175,0.22039645850234105,
282,27281,0.0928089248170565,
283,54159,0.19257648336279107,tarakwa
284,50544,0.054136148484198884,lugongoni
286,21590,0.1134587730498444,mria
287,51041,0.09262956567367217,mwambuluki
288,63328,0.3667845369481226,no 1
289,33409,0.4244361806289941,gwanumpu a
290,3745,0.09401535905639323,magadu
291,17936,1.4317525031486082,
292,35037,0.4542580422420853,ilkirumuni
293,40033,0.2809262257424241,kainam
294,17696,0.25025022170404865,kiwalaa
295,54113,0.08032283476452623,ngayagaye
296,47098,0.14146661137995378,
297,8804,0.3562339736937376,buyoga
298,28717,0.09660196425832993,
299,11616,0.016799304177054872,
300,45387,0.14073344545231162,kumutumba
302,8553,0.6916629050349519,
303,7030,0.017827077917098814,lubele
304,46601,0.3756556629354163,isevia
305,32837,1.4769489442802517,
307,64159,0.2093623994687167,mpuga
308,14025,0.8540543799882379,simha
309,4374,0.7714568635823308,kiegeani
310,46750,0.053592446264633865,
311,71598,0.11924018478861124,simambwe
312,17780,0.12786677516764086,bugoloka
313,20999,0.00948106677074535,
314,45795,0.3407022347067978,marumbo
315,58604,0.9899950012395549,mabamba mjini
316,36835,0.27840871410424506,nampako
317,56091,0.002614260920364822,mpondomo
318,31315,0.11824053910442588,
319,57055,0.2994476294600569,
320,66126,0.172132879459333,
322,71928,0.052599443045351024,mkoka
324,24335,0.25788009852773897,
325,18990,0.08065048894815832,no 1
327,14972,0.05453437057677384,msimba a
328,9519,0.17705415293796856,chimate kati
329,65831,0.028331526923699585,
330,63554,0.33228434872177653,ruponda
331,62787,0.09657436729928486,
332,45163,0.1163421037093619,isoka
333,30521,0.024258940098746972,gumali
334,55753,0.1331946670046754,
335,16598,0.1750220536451347,tuleane
336,28486,0.15492730951530034,
337,69549,0.19691866091766752,ilulu b
338,4230,0.08841732946437782,
339,6964,0.3244377021816331,kyafuma
340,64518,0.02290026873877685,jineri
341,3894,0.22472144428206056,uponera juu
342,64490,0.9583545930239644,
343,71587,0.137848482707479,lebusha
344,71374,0.08995299554458067,endasak
345,63198,0.1778462442436967,mkorongoni
347,25360,0.007923124052188533,luwai
348,61360,0.24555629268364915,bastena
349,3865,0.7028084370604981,ngerengere kaskazini
350,8129,0.16841640071207006,mtalala
351,13867,0.21126559029377945,
352,69877,0.15245536828807718,
353,46899,0.10223780736935742,
354,3148,0.010355722745716212,junjuhu
355,56220,0.21157504860614562,
356,54748,0.02757375796521982,
357,60410,0.10288453154420302,miziro
358,67440,0.228831848752411,matwalani
359,17829,0.5367321719839407,matadi a
360,40157,0.149494392783366,
361,46866,0.39510280991273306,chakwale mjini
362,13837,0.17315144479262629,
363,48504,0.048814371034090955,
364,52771,0.14615229528635723,tabirugu
365,8143,0.12090260612979195,kidatu b
366,69067,0.01847365884865897,leganga
367,16656,0.05876855038934173,
368,5913,0.401386295957206,uhemeli kati
369,53337,0.3411505900307492,
371,18489,0.49661187057925066,tlawi juu
372,10697,0.33868487072105163,
373,50625,0.2756215709093957,ruvuma a
374,16659,0.1369767216686312,
375,43431,0.11780041866428825,nyampakupwani
376,27562,0.2570974299326803,
377,10006,0.5806828565948363,
378,58518,0.12896801239083125,
379,68126,0.1316412604739889,
380,54577,0.16531014224584764,
381,20057,0.15530549486833964,kariwa kaskazini
382,35346,0.3680342886110031,
383,54873,0.5212953364187475,
384,36786,0.306537198644774,liwola
385,60857,0.1432157706305329,
386,37870,0.17865128323345453,ikokotela
387,43993,0.28261135743427823,isalalo
388,37359,0.21213418064785738,
389,68642,0.2757922884241407,matekelo
390,14904,0.3419677417656237,kahangara
391,7956,0.09025502324931561,nampako
392,49589,0.21797304680690943,
393,53390,0.10293775446502082,mtaa wa mji mpya
394,19699,0.29855591132191306,masia
395,24765,0.18269992362646975,mheta
396,16347,0.10551258102706924,
397,64052,0.2144736415776638,dinyanga
398,63805,0.17272822832698168,
399,69631,0.023574890403005793,
400,26594,0.062130472028323704,anuru
401,46966,0.7196042986602086,
402,38796,0.3534322716685844,
403,18161,0.3903822456305902,
404,14807,0.3516169112612794,nyanghuluku
405,65648,0.7488050880581076,
406,2275,0.797920988858777,bugumwa
407,59314,0.5288746022959159,ibangamoyo
408,4709,0.3438178831379347,doma stand
409,10670,0.11758030296528212,tuleane
410,66895,0.06432014533563285,
411,58579,0.3555109391120366,
412,28868,0.8462238898301667,
413,39989,0.028748277258818816,mikaragata
414,14030,0.1338140671630355,
415,3836,0.13757184885105678,lupanga a
416,41618,0.13944277345368883,nyanzenda center
417,62286,0.05814316885461632,mtaa wa kivule
418,17526,0.388068237072087,kilosa kati
419,58666,0.13519215913660082,
420,24847,0.1634363879986903,karamsingi
421,70956,0.26591256227586,naibili
422,12784,0.5701904439853136,matosa
423,61373,0.06094512052404226,
424,47655,0.6180161768101258,dimani
425,66334,0.09022114598944134,shinga
426,50760,0.16092547580681307,
427,72073,0.015490793571237064,kabera
428,44325,0.026314156307495697,mtaa wa yangeyange
429,15797,0.06325669924439989,
430,64132,0.28446787178975014,dungi
431,32606,0.5809524233678864,
432,56329,0.06506347878972274,
434,1187,0.051989345142525935,mpandapanda
435,3095,0.10114508034043712,katanini street
436,46857,0.012385927605516604,lekako
437,55110,0.03222289079268079,ibadakuli kati
438,62937,0.007896067203500013,ngerezini
439,63084,0.27930900152497523,benaco
440,40711,0.2377783033231995,sebuleni
441,7023,0.016161314551107496,
442,43935,0.08520913071974198,general tyre
443,18375,0.18266114058325802,
444,18218,0.18252937673892086,kaduduma
445,7688,0.46226164635839806,nangurukuru
446,46132,0.3449870386623903,chalangwa a
447,48107,0.7973843467557311,shuleni street
448,62695,0.07976774851682046,msunuzi
449,54258,0.18052035978008174,landani
450,49374,0.12047515761091519,
451,50052,0.13283453241844811,
452,57048,0.12307452908291383,mvinila
453,15450,0.018398914543127882,marurani juu
454,69540,0.08668015854196767,ishigwandama
455,70988,0.09450769752531386,
456,68714,0.0032001719937019683,kapolo
457,30946,0.3040937685477031,
458,9368,0.9310273435774347,namatinganya
459,24857,0.14791291694053704,matanda
460,24834,0.23339307641510332,tariso
461,72867,0.20774540366153116,fukayosi
462,60400,0.12494138710129499,kiwela a
463,16718,0.6640879899419302,murusagamba
464,56800,0.3854444036188687,
465,21388,0.09032930817530971,
466,22142,0.16214866843975015,
467,9826,0.033871341196963264,
468,61933,0.13330211825320118,
469,37650,0.04805065446468563,
470,67647,0.1497984451266224,emao
471,63160,0.9766383866096205,kenswa mta wa kwanza
472,45362,1.2931027827228398,mwagala b
473,40527,0.17463039412564785,irangali
474,14500,0.4415743117657427,nyamahawa
475,52707,0.11953219966725545,
476,3372,0.05525937371247086,mgomba kaskazini
477,18241,0.018853641676342254,sabore
478,26621,0.481607067994915,kiseni
479,27070,0.23888485669941892,buhekela
480,60588,0.04633394744313196,lepoloseki
481,62659,0.08895642773274728,ipilingitya
482,73473,0.016565682335528045,jumuiya
483,59507,0.0846469715082004,sakei
484,41087,0.22566926579396623,maduka
485,17523,0.13624373506120568,sangatini
486,33574,0.08334439673304028,
487,67079,0.5180336474106298,
488,65461,0.26418154918268244,matadi a
489,41290,0.21610347202835975,
490,2252,0.06878764443022133,mbae mashariki
491,10582,0.5336727984959986,
492,61571,0.4214722033457795,
493,29870,0.07980155023215463,kidalini
494,64447,0.017655157553631076,
495,56527,0.11699780202982778,tuleane
496,61460,0.1588638604459138,tariso
497,30809,0.17034600274694864,s
498,22474,0.07316509351490225,mkapita
499,30448,0.20331092994734123,mchanga wa kichwa b
500,817,0.1274472711007257,iyembela b
501,67768,0.22248898221269903,no 1
502,15404,0.3908018144366645,gumali
503,16397,0.004641877369537716,
504,26298,0.12652741177906437,mfuruwashe
505,12909,0.1704698531396138,nduta
506,14761,0.12852232235051428,
507,58782,0.14171202333004063,
508,58959,0.2100919711909043,no 1
509,11160,0.12580572387473143,olorien
510,57321,0.5623676579452341,
511,23175,0.17994138424325154,kiduguda a
512,47563,0.027088475132342183,bunukangoma
513,41835,0.7268893230468727,tlawi juu
514,56326,0.047115782056741856,mabangala
515,27372,0.2184689447472267,
516,71722,0.022945203416904484,m/kati
517,19949,0.3248584125655163,mavinuni
518,51219,0.4184172263233963,zobogo
519,72083,0.14323166045832603,chavakaa
520,59089,0.12478484663235657,kishale
521,70331,0.07012617597013775,bugumwa
522,58956,0.12385733749533284,
523,65760,0.02656167188059367,anuru
524,47421,0.005583830080353629,
525,60490,0.1410015939315255,mabangala
526,53737,0.0774381742143553,
527,42092,0.19151405762933058,migambo
528,33937,0.5485477901490993,
529,60600,0.3322172609492308,
530,57543,0.2725577055600275,buswalila
531,38659,0.23119869323995637,
532,19028,0.05647873165519427,
533,3769,0.8269498192242014,ngwala kati
534,16935,0.09315114285403142,
535,38827,1.136972275001075,mahango
536,64881,0.6851903321095791,dumanang
537,20923,0.2735745027279288,
538,72516,0.207766466210751,matwalani
539,61489,0.11817742438106381,matangini b
540,37400,0.0784894328874524,miyomboni
541,68856,0.07754619413092988,
542,54335,0.16876082470261755,nsanga
543,66987,0.061262101140168404,
544,7512,0.08503843841502376,utsewa
545,23066,0.14587462674090795,onya
546,8730,0.49487288304836047,gawal
547,3039,0.054901349160896236,stand a
548,71664,0.15297307669803925,makugulu 'b'
549,19106,0.030288751326969253,
550,6963,0.2604678344699942,no 1
551,42686,0.4157121593625484,unyang'ongo
552,55080,0.32436334857193083,irangi
553,54499,0.3152168876456598,
554,58258,0.20963768697021914,
555,4127,0.0829192975617321,
556,73015,0.07388243766391073,
557,51539,0.30082068471844675,mbwawa shule
558,55702,0.7280461109253914,mwabakali
559,30372,0.048703465471107175,lituta
560,72405,0.35956669486067183,
561,73145,1.3756951596866758,
562,47332,0.1579912460659719,kwamgoli
563,64425,0.23723799055913475,
564,24988,0.3914934761128571,wahe
565,57054,1.523971846817404,
566,27165,0.03629269030275391,mji a
567,18260,0.11822848691309731,mtaa wa kichangani
568,13054,0.4252735590242465,landani
569,47244,0.1377492641885105,kidalini
570,30278,0.146008319599264,mkapita
571,34122,0.527564979955114,
572,39584,0.32139604431895985,
573,46434,0.17171504592038464,uvinza
574,54884,0.017075737401162642,vikuge
575,27040,0.07456407115731462,matarau
576,9269,0.1215011425868285,marumbo
577,28461,0.05363469975750683,
578,59056,0.1607273124258497,marumbo
579,38209,0.1611547407797316,emao
580,26545,0.33508222712637925,
581,73217,0.2711648317436804,
582,51146,0.05652769266530281,mtaa wa zingiziwa
583,31859,0.5864738241532768,lumbila kati
584,27750,0.08125681804513017,
585,61009,0.3445999875474691,nakibondo
586,58201,0.4231082618463348,no 1
587,29854,0.41677318567404964,kigale
588,17206,0.18956417138438134,muuti
589,73335,0.035002036715672764,marurani juu
590,10310,0.5282096843859041,nyamarasi
591,16419,0.06429127570277658,mlenvya
592,72096,0.28026583249240716,kwiriba
593,34289,0.07202243153320852,
594,62042,0.2378575224528269,
595,114,0.045870459511136816,
596,42832,0.11139390516360853,mgaraganza
597,10296,0.4397144002989928,
598,52960,0.16649551459685266,mondelo
599,8549,0.4536339502431626,
600,30071,0.25166645107579144,ibadakuli kati
601,60633,0.2611586257842534,
602,70720,0.4113648084963428,
603,37021,0.8154364234398914,bukigi
604,64629,0.17708509540791845,bukene mjini
605,55109,0.21051903595933652,
606,59254,1.400536576520122,
607,65037,0.14395902875163946,msanzi kati
608,41136,0.10413828731570549,ngombezi
609,71094,0.04218084116033533,lumbila kati
610,22704,0.08168345474254429,
611,64979,0.08029354315460158,
612,24064,0.09555785526240719,matanda
613,62285,0.12953973521059386,
614,31583,0.8522916350887058,nyanzenda center
615,21280,0.033225391441808715,
616,72936,0.2604380602947272,
617,56207,0.2503543858562053,
618,35187,0.08485380922263241,
619,67928,0.6429291305735432,
620,60141,0.05022337057815262,
621,30444,0.14962556067695487,matekelo
622,32878,0.049380702419544814,makao makuu b
623,39506,0.31554075632383355,
624,49132,0.16648432207597272,sangatini
625,51994,1.1655865679559545,lukobe
626,61148,1.0867868561915324,ruponda
627,53039,0.03276397777466917,bunukangoma
628,1952,0.08248551124833294,kuvukareli
629,58799,0.2735074929010292,kuvukareli
630,49224,1.222448765057095,
631,71151,0.4429041377599127,
632,50110,0.16074481585225278,sebuleni
633,42320,0.14691350350385984,
634,28053,0.124745715690636,
635,8817,0.22807165665856013,mengeni
636,52297,0.2427540555421031,mbwamaji
637,33884,1.8784949852628439,
638,11860,0.16512280481081446,tuleane
639,44567,0.06319445113089724,kiwalaa
640,27494,0.1758749779366679,
641,41053,0.16939095482162392,
642,31324,0.13688256586112887,okaseni chini
643,33360,0.06572758917622692,
644,12543,0.13901253157993768,zombengalawa
645,12360,0.06763523773787697,
646,23874,0.11050933264904451,mwanakalenge
647,27419,0.2090577888096178,makwale wanu
648,15213,0.03200949379063637,tupa
649,5605,1.0293163416431632,nyambili kaskazin
650,60168,0.004342880030367144,
651,48609,0.07127502257477758,kibengele
652,5723,1.5697454464809937,madizini kati
653,26956,0.3491405296027668,kamazi
654,3624,0.21358454731036577,rugongoni
655,51813,0.001530332216955273,
656,56643,0.8310290288001635,
657,4590,0.3211223137745001,
658,59948,0.13830076561146415,
660,5796,0.016140846410001766,sebuleni
661,56033,0.1667446590733742,kidatu a
662,39199,0.27254721704902696,
663,63768,0.3545175255545336,mchekeni
664,15528,0.24810959173557948,kwa philipo
665,3023,0.028894429943833302,
666,56394,0.27408788878643586,iduta
667,447,0.8871284758232107,
668,10200,0.0021440237799413113,nanga kati
669,32487,0.06735657773702916,mlesa
670,40193,0.20017912980318237,mchombe a
671,73109,0.22630965124054497,ndalambo kati
672,28604,0.8261709824093101,mikameni
673,47111,0.176187019045291,lupanga b
674,11975,0.0714911489517567,shebomeza
675,50340,0.0011738856186407347,
676,3593,0.3156348561460126,
677,34935,0.09403732387208337,ulkusare
679,33368,0.34425284586764926,
680,72697,0.08993086509672002,
681,36464,0.5012235903899448,
682,48926,0.04796671907497347,
683,6716,0.14097544381724178,shabayanda
684,878,0.13036478154857048,mugongo
685,43469,0.0993187583158669,kurui a
686,17431,1.2046319064861974,kagenyi b
687,61614,0.11668789025830552,mwantondo
688,70581,0.30341870941314525,bastena
689,10141,0.6503213511436406,itaja
690,15875,0.9988627510444249,chapulwa
691,37454,0.0948323565825251,masange
692,48629,0.38108813942603653,
693,10843,0.37305681714919203,mubamba
694,72798,0.13152112881096623,
695,63904,0.31120063926336716,magatini
696,15521,0.19104438596792506,mkwaja
698,3808,0.05664241550708109,
699,15186,0.08674735610532651,ikiligano
700,16986,0.05469862438428586,
701,54059,0.696950396668159,muningori
702,40974,0.1002871855007572,mtaa wa kichangani
703,41111,0.14677604762794919,olomitu
704,47252,0.19106259069637713,ubamba b
705,41774,0.6851990901224083,ngando
706,25394,0.20617602786116923,
707,67570,0.48661431028416896,
708,25036,0.023749526782041595,
709,21813,0.3100889611745933,ruaha kati
710,50713,0.05731284857627593,mtaa wa kimwani
711,6865,0.07690297091060735,shebomeza
712,63581,0.04429883742415499,
713,30475,0.03367712643936528,mhunda
714,58272,0.12259001825571021,
715,3089,0.13410405825335325,kisanjuni
716,32940,0.26811341975876724,
717,68282,0.1535195289734215,
718,69283,0.010535450436211577,naimba
719,67552,0.11378491253153122,mria
721,16669,0.10131695536728666,
722,69966,0.19504918015511394,tuleane
723,2721,0.011978305621138663,wichamike
724,22666,0.20246121492694835,mwigumbi centre
725,43500,0.25437494364262775,ngeke
726,59472,0.2006198035823466,rambo
727,60409,0.14096459484748758,kariwa kaskazini
728,29440,0.28515477839153086,national park
729,14520,0.5186512458491906,
730,21775,0.010460537209361105,
731,56660,0.18808141023277866,mchombe a
732,34035,0.22851837246040044,itugutu
734,40643,0.04065158140213791,
735,54030,0.06061609276088943,
736,73413,0.35301724492388065,
737,56273,0.8847273659512902,isalalo
738,21925,0.09048732889763701,
739,57815,0.3152882274503562,maduka
740,58814,0.24311389190461094,omukashenyi
741,2454,0.2119668281972895,
742,54117,0.047363841533868176,
743,11408,0.11903720298697612,ichimbo
744,44984,0.19568765342763655,
745,37936,0.11734826933325566,kamnyalile
746,2766,0.017853507706056627,mbae mashariki
747,44205,1.040813558605634,mtoninganga
748,46425,0.08594081756974274,
749,26186,0.25146468814100403,
750,49519,0.37403336782891183,shangweni
751,70903,0.34419819091486353,mirambi
752,38896,0.25901138413001684,endasak
754,12701,0.058150380224903986,mpondomo
756,3037,0.1437427662007394,
757,72338,0.4184429488362989,simha
758,30869,0.022592620149312632,mijelejele
759,30465,0.799277959261641,
760,1321,0.13723764349460976,nyashishi
761,38379,0.11716835552751868,sabore
762,54965,0.03410992788766873,
763,44700,0.06613949228011057,
764,70762,0.4426364261631138,ndolelezi
765,6256,0.02065331501113013,
766,20112,0.1818654040536061,
767,7805,0.07327532858402458,
768,24820,0.03467431349748492,mahokoi
769,14963,0.03017133790059264,zaburi
770,16562,0.3404881861842575,
771,66902,0.3452621625468498,kabirizi mangaribi
772,1397,0.05771465618390702,lihami
773,43221,0.11712042592249242,kidalini
774,23373,0.1321744927451347,mkapita
775,57132,0.05384976732504139,
776,8788,0.2508867083545986,
777,29879,0.3031604276791886,siuyu
778,66933,0.1206409249671872,
779,19713,0.041845683215555256,jj
780,22795,0.05696479883321,
781,62757,0.33103038343742197,
782,60812,0.3107211698902136,tupa
783,33505,0.10033887297391077,dakau kati
784,25963,0.010018921842799977,kibiti kusini
785,30744,0.29908125761188614,upondya
786,25057,0.477622874698333,kemugesi
787,11090,0.06724090915626638,simambwe
788,37978,0.0230770700113961,centre
789,25566,0.037060587740371985,stahabu azimio
790,64582,0.06786036735658882,arauyo
791,32634,0.8942947928286792,makili a
792,55646,0.16068146108235729,
793,40145,0.171395167884345,godauni a
794,8356,0.2745807673184661,kiverenge
795,25126,0.40381882885459186,ndolelezi
796,27950,0.28490022688581784,
797,15986,0.096189222515867,mtaa wa lukooni
799,45404,0.3885008699802868,mumasiga
800,44073,0.42216545865408234,mitengwe mashariki
801,24740,0.49385320079619066,ng'ai
