,closest_well_id,closest_well_distance,closest_well_subvillage
889,62240,1.1823398279942972,mkapita
893,2769,1.3806009395312357,nselembwe
894,24758,0.2795211356074665,mshoka
895,37635,3.1395811861355902,mkoka
896,70401,0.7779837744860888,general tyre
900,36812,3.6808440368230846,tuleane
902,36906,0.47696560206007205,mubamba
910,48951,0.08431212797851138,itundu
912,18003,2.552561928148987,kinepa
914,67817,0.9473735125526893,mkululu
916,49889,0.12219795100194576,matongolo
922,29935,0.6928484509236237,mvae
925,63944,0.6557572385989044,n
927,15367,0.8625868577323854,mkondachi
928,11941,0.26112752447179866,chalangwa a
931,38868,0.4863472264697908,shebomeza
936,35177,0.8850601451985662,ngelele
938,47081,0.3228296101645668,kainam
941,50180,0.34898670786330876,kahangara
944,18151,1.1766717992821634,kuvukareli
945,42699,1.6923377738835348,parestina
947,18243,0.1500266221718771,ilovi
953,68613,0.13422563735127419,swila
959,72608,0.7358975004181032,mlete
963,17921,0.5487151079855982,kambai
964,35250,0.24789185827150018,ipapa kati
966,58029,5.209564612846402,mkoka
967,22207,0.341747770624444,mbae mashariki
968,34392,2.239929629556743,tuleane
974,69486,0.492736113189923,ishilanga
983,42072,0.12925654558734387,mringa sekondari
986,30518,0.3840353233328871,mlete
988,30390,0.41792414698844454,mkondachi
989,61934,3.2040558152491294,chakwale mjini
996,6801,3.0869025094314195,kishiha
997,26853,1.1087001304414124,madindika
1007,25685,0.4350345652944981,mkiu
1013,29342,5.784981608348028,mandel
1017,35325,0.42305412530126907,mijelejele
1019,36906,0.222331388465357,mubamba
1023,67454,0.4128835820902982,kasese
1027,7470,0.49423561871087857,shebomeza
1028,23211,0.5396651050337091,chela center
1031,52528,0.2594603754186282,singiwe a
1036,1871,1.240609861361063,itugutu
1037,70261,0.2126891923557598,jj
1038,48972,0.7158135321405835,migege
1039,63443,0.3371527759519044,ismailiya
1048,44264,0.8489269331933221,l
1049,4276,0.14613263920138533,unyarughe
1050,45023,3.3569019780061136,nsololo tankini
1052,55165,0.4811824339139889,nkeso a
1053,17123,0.1440559148729963,mahango
1056,67601,1.5150446776696052,mvinila
1058,30099,1.513630262362584,kwa banda
1059,27717,0.6737673484446062,sango
1062,30727,0.3546241809904764,lituhi 'a'
1063,41149,0.34267732657705385,misheni c
1064,65035,0.3554051764212412,barabara 1
1069,51144,1.4237759955668763,mkapita
1073,72742,0.09197465500031496,liwola
1075,64234,0.19575828168524226,lengare
1080,29786,3.0797010742113757,msolwa kati
1081,32156,0.13934561412050436,no 1
1086,21365,4.933433082328541,l
1087,32918,0.14266850007948578,mlesa
1088,18312,0.3712008466965336,malinyi mjini
1089,6963,0.5546300309734179,no 1
1096,26520,0.771884723183992,komstari
1097,30188,0.2013783465378929,mkoka
1098,59613,4.992598004456976,beselini
1099,13897,0.41168113282232977,mikameni
1101,28046,0.6209192732384422,ilela
1109,35804,0.7960789693969825,busota
1117,53164,1.165194143250069,liwa
1118,46442,1.008206095866625,kahangara
1125,4683,0.18111889834717126,mavanga
1129,4944,2.0041545394107687,ruponda
1130,35926,0.5284896604692652,shebomeza
1131,36152,0.360084539451483,kiverenge
1134,41537,0.5418271983240259,ilengititu
1138,67050,0.4011277750360236,rugongoni
1139,26028,0.30950826836419354,mshoka
1140,10742,1.0990600585900805,shuleni street
1141,47274,0.6955468344483806,chela center
1147,36525,0.09139275431035297,kiwili
1149,4135,0.4211977972016819,mkwaja
1153,45528,0.8408538662193368,kaluyango
1156,33380,0.09810381716444366,mkapita
1160,60019,0.3895625837298413,salimu
1162,1110,1.6956718931985153,migege
1163,57871,0.30436316031905414,shihando
1165,31901,0.1582623001226375,u
1167,14946,0.6020179469390815,chanyangabwa a
1170,42211,0.2986516109049788,namatanda
1171,41185,0.07439044770148995,matanda
1174,20994,0.6388472585157192,kirueni kati
1176,50260,0.4591847087689573,mungumaji
1177,54181,0.17338275696669403,ludewa
1186,24470,2.848331723331686,ugunigu
1190,23970,0.18208162391717647,budushi b
1192,32084,1.3521572006003222,vumari
1197,24305,0.30473328792512966,mofi
1198,49404,0.06913961925109202,magomeni c
1202,56020,0.027467228419461868,tlawi juu
1205,28723,0.659591232108097,lwanji
1209,68494,0.07837567591118366,kidalini
1212,67221,0.40199101458118086,ngopolyo
1215,38561,1.6481330863578176,dinyanga
1219,54305,3.794211180258234,hasale
1220,23238,0.366054792812226,amuhama
1224,46151,0.3540761653534887,mugongo
1225,12938,0.1642347772793059,kwiriba
1228,6420,0.6372362633305734,busale
1230,38717,3.040334466555025,lupanga b
1232,26392,0.9516650144814975,mubamba
1233,12074,0.49679606049840097,matini
1234,61952,0.1727276440863028,maji ya chai kati
1235,57429,0.3600115600350538,mshoka
1236,7846,14.885356133440261,mkoka
1237,3466,1.3885240782847137,mijelejele
1239,43061,0.6003195987329584,village center
1241,51552,0.3505682263056586,handei
1247,11896,0.133163416885954,tambuka relini
1248,68939,0.5455839411200087,igegu
1264,38778,0.5426492486936827,chela center
1266,31650,0.6649705807849441,olborumu
1267,29133,0.6389651539339437,mayale
1268,30182,0.5248079942119415,bulimbwe
1272,27889,0.10342792702334715,dinyanga
1274,59417,2.7619405827800407,dinyanga
1276,39277,8.877091457746443,lepoloseki
1288,53918,0.777663753413073,matanana
1291,24190,2.74240836369003,mbesi
1295,67278,1.3934766768692908,dinyanga
1296,43597,0.613137806860602,l
1298,40400,0.4969234318311756,mungumaji
1299,53912,2.1932352518964144,ngombezi
1301,64286,0.6703569151173074,mgeo
1309,23418,0.5755141293587877,chalinze mzee b
1311,49498,2.882497129346505,barabara 7
1312,3977,0.6854660250386654,maji ya chai kati
1313,34248,0.5362607753253328,shebomeza
1317,4379,1.705751201239449,busekwa
1319,61934,13.455288350614188,chakwale mjini
1326,63395,3.8783551183827205,n
1328,16124,0.8801171409913767,mirambi
1329,52645,0.4315484199221931,bulumusa
1335,42520,0.5923866470474417,ngana
1339,72882,0.3007920936795138,sokomsuya
1342,30241,0.11367009410947145,lituta
1344,46477,0.09002111309002576,mofi
1346,64311,1.8806175036038897,busota
1349,73241,0.5644169484452374,mwagwisu
1351,66734,0.8330023488576133,ngayagaye
1352,48121,0.23373725867600975,kigale
1353,39479,0.8074302165292688,mtukura
1354,2499,10.293384124524756,chakwale mjini
1356,35334,0.6286692301577761,wiri
1362,7181,0.12186774254244331,jineri
1364,53126,1.8024819712204059,n
1365,6316,1.171302292256235,kimandafu
1372,69828,0.6558630296560978,busengete
1374,36202,0.3642378173716008,ngelele
1379,69413,2.1733383061107876,iponda
1381,56761,0.14756265708817481,igelango
1383,16680,0.0972433180879218,kwaraa
1386,42309,0.13285373315880528,tuleane
1393,72735,1.9093824910950805,mijelejele
1394,28275,0.5230923378167273,mkoka
1395,56508,0.308973305846995,bondo
1396,62895,0.5970407086614264,mikole
1398,54628,4.68469793540939,mkoka
1399,7594,0.1097546909899181,mkapita
1401,9585,0.5362399743091424,napoko
1405,24084,1.19269460034488,bulale
1407,28601,0.15682054380146893,sebuleni
1413,37246,3.3343914431574126,njeje
1417,2499,11.00647750839448,chakwale mjini
1419,7093,0.49950259878966524,mvae
1420,60471,0.22676273855360327,nyakanazi kati
1423,67239,0.3773091061541608,kabirizi mangaribi
1426,59664,0.36265417451240634,shaudo
1430,66353,5.527919667480025,mijelejele
1431,49559,0.8724994062737903,moyamayoka
1435,56645,0.14538466026558416,tuleane
1437,7494,0.22448997107866106,migambo
1441,22732,1.5831956172246662,ishihimulwa
1443,33933,1.9685731526182135,nsololo tankini
1444,69731,0.4998887733469381,nyanzenda center
1445,29749,0.9993764327770538,shihando
1446,30525,0.6927783938445398,ugunigu
1447,69049,0.2623874214773857,mijelejele
1455,10320,1.6674526748005332,itaja
1460,11888,0.22725802260144604,ngagama
1461,53789,2.38764287856051,tuleane
1467,32742,0.1908216633610056,ikama
1474,59253,1.193694737185128,dinyanga
1476,2674,0.29427525733098236,mombea
1477,24153,1.7813746889212467,maliasili
1478,16181,0.8758414431340052,mubamba
1480,62751,3.9999286836690797,go down
1482,11485,0.28917496736999787,kiromo b
1484,63257,1.8034288290822411,matambwe
1490,57218,0.3625535430438128,sokomsuya
1491,46950,0.36417390232529884,ruponda
1492,66098,0.14539651969346107,kahangara
1493,69391,0.305298979232572,mraurau
1500,71057,3.63533208287003,itungulu
1501,39820,0.5775924080540279,chakwale mjini
1503,67022,0.5263554773604485,mwagala b
1505,13686,0.1904275693238999,msanzi kati
1507,36021,0.3752778724519428,wasso
1509,3529,0.32588693771794636,kichongo
1513,27319,2.2620056960798705,shebomeza
1516,66734,1.2609693833695903,ngayagaye
1520,22197,0.9496258939388548,amuhama
1521,71449,0.3790344538967198,iwanga kati
1523,3604,0.3675945697968877,mkoka
1526,1046,0.652597898643281,irangi
1529,61063,0.14875521221527538,balangai
1530,34066,0.10019203171940674,mpuguso
1538,10319,1.4989156899002285,itugutu
1541,25132,0.6674108845774547,makiweru
1544,27598,0.3108263458204208,mazizini
1547,33087,0.40629347751099,plot
1548,299,2.4015976281150926,mijelejele
1550,60075,0.924755095365006,embaruway
1552,31310,0.6226369685628768,mbasakati
1555,37228,0.3363459891551188,kiwalaa
1560,28929,0.26982345231976534,toronto
1563,41860,0.40871969039716854,olama
1564,21230,0.1385086423983542,kahangara
1565,58911,0.842317803811521,imalangi
1566,55839,18.102035709145856,komolo
1574,72426,0.2478423846895489,mwamagunguli
1575,61063,0.003531524224255522,balangai
1576,30869,2.9338308263496207,mijelejele
1580,10416,0.3638174128305154,kaibuku
1581,68890,0.5381648607668291,nselembwe
1582,39403,2.2153291501716343,usisya kati
1583,40391,0.3173864533899408,lusind
1584,5198,2.290184768990854,nsololo tankini
1586,15083,0.18471638510103766,usari
1593,68214,1.250776248888174,mwalukuliko
1598,32543,1.4813013128595698,mubamba
1604,28724,1.684951512744538,mkululu
1607,45079,2.060198289702793,mtalala
1610,31057,0.5156016597311258,handei
1614,2502,0.387172087219467,chiminula a
1615,34104,0.2601425991036267,kumkomakoma
1620,31225,0.16450458692074146,mtindili
1621,21357,0.6005047022301458,kuvukareli
1623,20374,0.8752518453235827,mubamba
1624,8016,0.42909096332892305,disa mtaoni
1629,51223,0.9954112103292789,kabakara
1631,9196,1.596821454261012,kambai
1634,48477,4.309653735314394,funguni
1635,56601,3.0156571097256175,l
1636,7989,3.494961679074699,ruvuma a
1638,62640,0.32776141192232083,hinjiri
1639,69572,2.283150703726461,anuru
1641,35325,0.9150144886418214,mijelejele
1646,51548,1.3810755856955608,chisichili
1653,5201,2.411479428617919,njeje
1663,71305,1.1273668139513522,hilu
1664,13745,2.889864541344976,usisya kati
1665,33174,0.11738758362628217,dinyanga
1668,65647,0.05015351554392407,fungafunga
1672,70185,0.5577325122347698,sangamwampuya
1674,45593,0.9791957884378986,balangai
1675,45437,0.08166551764941352,mbwamaji
1677,57170,0.46989055594740436,iponda
1679,16292,0.292938397567144,iduta
1682,35236,0.3344773385744904,liwola
1685,25847,0.5744493139339322,bwawan
1686,3082,1.418856634480436,ubamba a
1691,22886,1.264730395147074,nzihi b
1692,20103,0.3211505143235153,mpondomo
1693,19155,0.2562614002827721,dinyanga
1697,46574,0.3835067466000903,olorieni
1701,60841,0.2320481799034592,hinjiri
1702,58768,2.0232011322502044,nselembwe
1703,36525,0.22955879913144656,kiwili
1708,44373,2.0784432561128363,mwantondo
1710,19117,0.4052702515965431,maring'a juu
1711,57450,4.066097822787011,ruponda
1713,28446,3.506404255924649,mijelejele
1717,49622,0.1694997572683047,kiloba
1720,18674,0.6490717008474799,mtukura
1721,24416,0.7504810393190186,walla
1727,17089,0.03917715849394939,katuruka
1730,65865,0.919112253281102,cha mashariki
1732,61210,0.6516007895156591,kitipwi
1737,17741,0.6180146734316552,kahangara
1741,51917,0.38287123951846663,itungulu
1745,42425,5.238787303563509,ikiligano
1746,41501,0.9238108006815587,lundusi
1747,42237,4.489193578007238,bulyang'ombe kati
1750,57941,0.5164206600604972,mabamba mjini
1757,30850,2.3551959535896003,mtalala
1758,2692,0.6277471516621921,mtalala
1759,20127,0.16459771974176318,itefa
1760,40089,1.5708035757369365,sangamwampuya
1761,31348,0.14732116886679936,manuwas
1763,29888,1.7815500625049407,mtunge
1765,50194,2.2346688694930816,mhekela kati
1767,44821,0.23417978689696142,kwevigingi
1769,5004,0.11315574434199864,kibadagwe
1770,2079,1.0441402720628197,tupa
1772,17687,0.9760135082420822,mkapita
1774,63395,0.866811818149778,n
1776,66130,2.3028579861040366,kwa jokoo
1778,65287,0.8202739614215919,nyashishi
1779,12932,0.3804173781838254,mofi
1783,7254,0.07791789307775596,nyakagando
1787,28724,2.3695185636479397,mkululu
1792,33905,6.612857465345661,difungo
1794,57851,0.606518801210678,mabamba mjini
1796,51069,0.38408178177121344,funguni
1797,67627,0.3537556806824644,ndalambo kati
1800,47910,0.16910762355678982,mpenvyi
1802,43392,0.2789425948514307,ibadakuli kati
1806,29594,0.21684340560832804,naimba
1808,47783,0.12882386136357118,no 1
1814,73674,0.22131458092043174,kamilangete
1815,35927,0.17361389123738835,handei
1817,66393,0.22794492267614466,sugu
1819,63689,0.7847602301713741,lundusi
1820,26737,0.10423336069603792,nzumba
1822,56713,0.7795882321073293,mpuguso
1826,39589,2.4565699800260674,murigha
1829,61835,1.0181015204950672,ngumbulu
1834,64296,0.19044797082007933,katanini street
1839,47694,0.9163199853796579,chisichili
1842,34069,0.38251943002621935,mkwaja
1848,27306,1.0432854602801753,tupa
1849,118,3.2715808317482202,nyakitono
1853,37074,3.1633523344634007,mshoka
1854,20627,0.11217342952631745,mahango
1856,12991,0.8459575622716663,kapugi
1857,49458,1.0259429146417747,chakwale mjini
1859,34479,4.489481971862742,tuleane
1860,13376,0.4719294016164605,lyamko
1862,38758,1.8898092809136997,kidalini
1867,41834,0.5766620456550966,tanaka
1869,15245,0.21716132429856844,ngando
1875,44746,2.013248272438433,m/kati
1878,54307,0.6180820572316159,marurani kati
1879,59064,0.34319471864559653,batini b
1882,13767,0.3668094072180572,kasemi
1885,64043,0.12652677922059397,matwalani
1887,54684,1.276624876966132,kuvukareli
1889,15579,0.17416245492614815,kidugu
1891,68162,11.836108424800852,kidalini
1893,3512,0.8642690774320417,olbili shuleni
1895,36524,0.175844950511201,matyazo a
1896,17084,3.3804701619267985,nyakitono
1897,45500,0.2715735514647019,maangalio
1899,32197,2.8865664883764395,go down
1902,24916,0.6770610438011411,nyamarasi
1903,50862,0.1482891034805288,raha leo b
1907,5699,2.3452114583235697,usomeke
1908,67238,2.7847496521991073,nyundo
1909,24047,0.5606250423701943,changaraw
1910,16040,0.18243696716520016,ikovo
1911,55070,0.19531683915607279,pamila
1912,63791,0.23157027206064543,matangini b
1919,42849,1.6016975609648376,galula
1921,66563,2.225796149765988,naimba
1924,30278,0.6954285736230577,mkapita
1927,28981,0.07619769169815536,hedaru b
1933,12966,0.4384494494867774,itefa
1940,46833,0.8567523867403344,marurani kusini
