976,dumila juu
978,marua b
979,beselini
980,busale
984,kijumbura
987,misatwe
988,mkondachi
992,14kambalage
995,lufilyo
1004,muchuri
1008,kundikili magharibi b
1009,utemini
1010,landani
1014,magoeko
1018,kitui
1020,mwarufyu
1021,kigunga
1025,center a
1026,maboma
1033,mgeo
1034,laso
1035,mkorongoni
1038,kazunguti a
1043,kasula
1045,irangali
1047,kiseki bar
1051,oboke
1053,itimbo
1054,14kambalage
1055,mungoma
1057,nangurukuru
1060,kiwambo mjini
1061,ibuta
1066,lagang
1072,nyamizoka
1074,amuhama
1076,ukereni
1081,itimba
1083,bastena
1085,mtandi
1088,malinyi mjini
1092,kinyabwami
1094,rusindasinde
1100,mpapa
1104,misungwi
1105,usomeke
1106,kasala
1107,katandara
1110,kazunguti a
1111,luhiti
1113,nyashimba
1115,riroda kati
1116,kujitegemea
1120,bunkango
1123,tuleane
1124,bwoga
1126,upuge a
1128,ndola
1132,dabus
1133,nyang'olongo
1135,unyarughe
1136,nyasato b
1142,reli
1143,mkululu
1145,mbuga
1148,maliasili
1150,market
1151,nyaruziba
1152,iwanga kati
1154,nyachanga
1157,taifa road
1158,kabera
1159,mubamba
1164,amuhama
1166,mandangeni
1168,14kambalage
1169,mpera b
1173,upuge a
1179,dilima
1181,lubuga
1182,muhimbili
1184,kipera b
1188,igudija a
1189,mikangaula
1191,14kambalage
1193,momwe
1195,kwiriba
1196,mkunguni
1199,mbwewe
1204,nyambili kaskazin
1207,tanya
1216,kibandai
1217,14kambalage
1221,kasoma
1222,kiyaha pachani
1226,kamnyalile
1229,melela
1231,mkorongoni
1232,igwamanoni
1240,14kambalage
1242,nahoro a
1244,nyamtelela kati
1245,kwaya
1246,kirueni kati
1250,14kambalage
1251,shinyanga b
1252,14kambalage
1258,mamburay
1259,nselembwe
1261,msengoni
1262,goha
1263,muuti
1264,kabondo
1265,mlange b
1267,igombatavangu
1269,kasula
1270,mibulani
1273,nyama
1275,mhaka
1277,mabondeni
1278,kavambughu
1279,kashenge
1284,nyamwiko
1287,kilangisa
1290,kyangwe
1293,minsukumilo
1294,mumayale
1297,dilima
1301,mgeo
1307,ukuni
1308,kakirungu
1309,chalinze mzee a
1310,arusha chini
1312,maji ya chai kati
1315,iwindi
1316,chimate kati
1320,nyangeleke
1321,galama
1322,walla
1336,tomondo
1337,gulioni
1338,nkuninkana
1345,olama
1347,kikonga
1348,kimara
1350,mwimbi kati
1357,selemi
1358,lima kati
1359,parokia
1361,bushoma a
1366,kilagano
1369,ishingisha
1371,magurusi
1373,lyamrakana
1375,itaka
1378,nyamizoka
1382,maring'a juu
1384,chikongo
1387,ilonjero
1389,king`ombe
1391,mpondomo
1392,itaba
1400,shika jembe
1402,munjebwe b
1403,msudu
1404,okaseni chini
1406,tuleane
1407,gulioni
1409,kanisani
1411,malinyi mjini
1418,namayuni mjini
1420,nyakanazi kati
1421,gehandu
1428,chakalamba
1429,katandala
1432,kagee
1434,kinuli
1436,mkigoti
1448,masitu
1450,msumbi
1451,maula
1452,chakahaya
1453,mkoani a
1454,14kambalage
1458,katale
1459,katuruka
1462,igwamanoni
1463,14kambalage
1468,mwera
1469,bulunde
1473,mukafigili
1475,kinuli
1481,misasi c
1486,ngogomoni
1487,ilalambwe
1488,laso kati
1496,pakula
1497,seka
1498,minsukumilo
1504,marumbo
1506,katuruka
1508,kibirizi
1512,london
1514,msasani
1515,nselembwe
1519,mkalamo
1520,kenonzo
1525,14kambalage
1527,tanaka
1531,kamuli b
1536,mbukeni
1540,mhunda
1542,mnang'ana
1545,shinyanga b
1546,kiwanja ndege
1549,14kambalage
1553,leparieti
1556,mkunguni
1567,namayuni mjini
1569,minazi
1573,funta
1578,mogege
1589,misheni
1593,mwanhegele
1595,katandala
1597,ginja
1599,nyakasero
1601,ishima
1602,omukashenyi
1603,nyama
1605,matogoro
1608,mahanzi
1609,pakula
1612,mlege
1613,nyama
1616,huduma
1618,mlege
1619,bulima
1622,silamila a
1630,luhiti
1632,nyashishi
1633,iragua kati
1640,goha
1642,mwabusiga
1643,kalemawe
1644,kiloleli
1647,shilabela
1648,kwevumo
1651,mwimbi kati
1658,lomwe
1659,budushi
1660,junjuhu
1662,malolwa
1669,14kambalage
1670,manzese
1671,muhungani
1673,kimaniruwemtemi
1680,kipalapala magharibi
1683,kimawe
1684,mbesi
1687,msisi
1688,kidoma
1694,kisiwani
1696,udumuka
1698,kamango
1699,14kambalage
1700,riroda kati
1714,kumsenga
1715,kyakurasinde
1716,ukuni
1718,kaduduma
1719,itete a
1722,kinamakala
1724,vuje
1725,ipululu
1728,itungulu
1729,sopa kati
1730,cha mashariki
1733,nanjara
1734,ipululu
1735,kanalunwa
1739,buhanga
1742,viwandani
1748,kasala
1751,makambalala a
1754,bulimbwe
1755,kagenyi b
1775,kashelo a
1777,mapalamba b
1786,nyamateng'enga
1788,nanga kati
1789,mtindili
1791,mabamba mjini
1793,vugwama kati
1798,gungui
1801,sukula kati
1807,king`ombe
1810,14kambalage
1811,kwitanki
1825,mbwawa mkoleni
1828,mpande a
1830,14kambalage
1831,nkuju
1832,isawero
1836,kidodoi
1837,balanga
1838,mpaji
1841,mwamala
1844,mikumbi
1846,plot
1847,14kambalage
1850,kibamba
1851,masumuni
1855,lamu
1858,mlangalanga
1864,kanalunwa
1865,chemchem
1870,nyamateng'enga
1871,machimu
1873,14kambalage
1881,kiraeni
1883,anuru
1887,kuvukareli
1890,mpera
1898,mwansosela
1900,mbuga b
1904,mnoa
1906,udumuka
1909,lumage
1913,sango
1914,malecela
1915,unguu road
1916,kumweluro
1917,raha leo
1920,kemugongo a
1928,kilimo
1931,kwaboli
1932,mawei
1937,14kambalage
1938,mahango
1946,chapakazi
1949,tangini
1952,msikiti mkuu
1953,ibungu
1955,mwangaza
1956,sautimoja
1959,nyambitilwa
1964,isanja
1966,14kambalage
1967,sagana
1970,mabamba mjini
1973,upogoloni
1974,london
1976,bondeni b
1977,simbo
1980,mawei
1982,kiranjeranje a
1986,tewe
1988,ddc
1989,14kambalage
1990,nyamilama
1991,pahi mashariki
1993,kiloleli
1998,pahi mashariki
2002,kilotweni
2004,loleza
2006,makuna
2008,warangi b
2009,nduta
2011,mbuyuni b
2013,dumila juu
2021,makili a
2023,mkanyeni
2025,kibana
2033,14kambalage
2035,simha
2036,ngerengere kaskazini
2042,nyakagina
2043,igamba kati
2047,chambo center
2052,kumsenga
2056,irangali
2058,14kambalage
2060,manyolo a
2065,lukozi
2068,nyambitilwa
2077,kyarowi
2078,nkiniziwa c
2079,mwangaza
2080,ibumba
2081,kikomakoma
2085,makili a
2088,14kambalage
2089,14kambalage
2099,arusha chini
2102,kamsamba kati
2105,kidalini
2110,madukani b
2112,kibuyuni
2115,malunga
2116,stendi
2117,mwandanji
2118,ukondamoyo
2120,mwando
2121,mlangali
2123,ilonjero
2124,nyamalebe
2127,kurungeni
2128,mipeko b
2130,makonde
2131,matopeni
2132,kibumayi
2133,maweni a
2134,leshaku
2135,thomasi
2139,jiungeni
2141,unyarughe
2142,kihela b
2143,muhenda c
2144,malla
2146,bugo
2148,tuleane
2151,makonde
2154,mawulo
2157,kasenda
2159,14kambalage
2162,nyabageni
2163,misatwe
2164,magara
2165,barabara 2b
2168,kisooni
2171,mazizini
2172,itembweni
2175,kuvaha
2176,junjuhu
2179,nyakasero
2180,kamanga a
2181,nyamtelela kati
2184,kabakara
2186,kichongo
2189,nsasa
2192,kibwe
2195,nkumbi
2197,rujebe b
2200,bulifani
2201,mwasija
2202,maringo
2203,mwabusalu
2204,kipalapala magharibi
2208,plot
2210,junjuhu
2215,msegelele
2217,kazegunga b
2218,funta
2219,chikongo
2220,makulo
2221,malinyi mjini
2223,chabutwa
2224,kasenda
2225,ushetu no 1
2231,toronto
2234,14kambalage
2239,kichongo
2242,mbilani
2244,temeke
2246,kisondo
2248,idalikilo
2252,kisungule b
2253,osinyai
2258,malinyi mjini
2259,mifugoni
2260,idubula
2263,qarangi
2266,uri
2267,kwevumo
2269,ng'ambo
2271,kaishente
2274,mikole
2275,kabila
2279,14kambalage
2285,kabila
2286,mapalamba b
2288,uganda
2290,katapulo
2292,makomboni
2296,centre
2304,mkole a
2305,kahangara
2307,mrimasha
2311,ishigwandama
2314,afrka ya kati
2318,kinepa
2319,miwangani b
2322,kilimanihewa
2324,14kambalage
2326,bwoga
2327,kurungeni
2328,mbuyura a
2333,ngerekwe
2334,kileuwo kati
2336,ng'ai
2337,hinjiri
2341,iyula
2342,mlange b
2343,mkoka
2345,kimaniruwemtemi
2347,lukenge
2349,malinyi mjini
2354,kwakibuyu
2355,tinku
2357,nyasura a
2358,headquarter
2359,kafulo
2364,bushaza 'a'
2367,tanesco
2368,rukaragata
2370,chilala
2378,biseko
2380,mahango
2381,mshewaji
2384,kipatimu boma
2389,goha
2390,14kambalage
2397,kihimbwa
2399,kilimo a
2400,kashenshero
2403,nandembo
2406,bukuma
2411,leshaku
2412,nyashishi
2416,bahati
2418,majani mapana
2423,enguselo
2429,balanga
2431,kadasi
2436,apendae
2445,matini
2446,14kambalage
2447,mang'amba
2448,isevia
2452,kifulifuli
2453,itembweni
2456,shuleni street
2459,endalah
2460,litembo chini
2465,mamburu
2466,itekesha b
2468,mkomang'ombe
2469,mapalamba b
2473,kasoma
2476,hospitali
2484,mwakilu
2486,pande
2487,nyama
2489,kigunga
2491,isingiro stati
2493,chamela
2497,14kambalage
2499,china
2502,bondeni road
2503,mtaa wa tatu
2505,balanga
2506,itaja
2508,mshwamba
2511,rwenkende
2512,kabila
2513,ighuu
2515,pamila
2516,yungu
2518,buyoga
2522,ilkirumuni
2526,hallu
2527,ruponda
2528,kisuma
2529,walla
2531,ofisini
2532,chamani
2533,pozo
2536,mwamadulu
2540,inyaja
2544,kenonzo
2549,orngadida
2552,mtwara
2553,olkononoi
2554,igegu
2555,kalembwani
2561,14kambalage
2566,chanyangabwa a
2571,kambiala
2578,kuvaha
2579,ndanganyika
2582,kisozi
2586,mpaji
2589,mijeleni
2593,maliseni
2595,mwakunduli
2596,ibumba
2597,kizapala
2598,isanja
2601,bubata
2607,mbuyu
2609,nyakagina
2610,ngomeni
2612,raha leo
2613,ikemeja
2615,kiliwi a
2616,nyakagera
2617,ikuka
2618,pachani kati
2619,kapugi
2620,warangi b
2621,mwabayanda (s)
2622,bigwa barabarani
2625,magofu
2626,chumvu juu
2628,tundwi centre
2631,ipito
2635,ikinawa
2637,dinyanga
2640,sebuleni
2641,mlenvya
2642,imalauduki
2646,kiloweko
2649,idalikilo
2651,dofa
2652,itungulu
2665,keko
2666,itekesha b
2671,tingatinga
2672,nsalo
2673,matongolo
2679,napoko
2681,warenchenza
2682,nyalikungu
2686,tandika
2688,kinamakala
2690,nyatanga
2692,namayanga
2700,14kambalage
2703,kimawe
2706,gongoti
2707,booni
2710,gulioni
2714,ilonga
2719,kirueni kati
2723,kateka
2725,kalemawe
2726,msisi
2729,simambwe
2730,ishingisha
2734,nsasa
2737,loolturot
2742,iramba
2746,chivu a
2749,kibumayi
2752,murigha
2753,shilabela
2758,nkuhi
2759,kibumayi
2767,misha kati
2768,mpaji
2769,kirumba
2770,makondo
2774,balanga
2775,cha ngombe
2777,idunda kati
2780,nawa a
2783,masumuni
2784,kabera
2790,darajani
2791,king`ombe
2796,olama
2797,barabara 2b
2800,mbingilwa
2802,nyati
2805,umbwateni
2809,14kambalage
2810,14kambalage
2814,iramba
2815,ndola
2823,ngalinje
2825,simha
2826,misha
2828,mleni kati a
2834,lwanji
2835,gwanzu
2849,umbwateni
2850,chiwindi
2851,nyanzenda center
2853,unyarughe
2854,amuhama
2860,mtindili
2864,kwembe
2867,kashishi magharibi
2868,kibuyuni
2869,nyakaiga a
2871,isanja
2872,shinyanga b
2873,mtamba kati
2874,kasanda
2878,nyambili kusini
2888,dondwe
2892,isanja
2895,ugindoni
2896,msangalalee
2898,dinyanga
2899,mkolango
2904,seuli
2907,silamila a
2908,chilala
2909,mgugumbalo
2913,nzihi b
2923,dinyanga
2924,matanka
2927,msikiti mkuu
2931,raha leo b
2932,14kambalage
2937,nkuninkana
2942,nyakonga
2943,njenga
2945,shilingwa
2948,sangamkuu
2952,silamila a
2953,14kambalage
2954,mdeme
2955,migege
2956,nangurukuru
2958,14kambalage
2959,isele
2964,selemi
2972,murigha
2975,mjini
2980,kigunga
2985,mwabomba
2988,mwadui lohumbo c
2992,kivukoni
2997,kihau
2998,ilungu
3000,balanga
3003,bulyang'ombe kati
3008,kayuki
3015,ikombo
3016,mabama magharibi
3019,mkulu a
3024,ibigili
3027,walla
3029,namba moja
3030,sautimoja
3034,nselembwe
3039,mikongeni
3040,pasua
3043,ninga kati
3049,mogege
3050,irua
3051,bokore
3057,magange
3059,kilovo
3070,misha
3071,bahati
3073,muhintiri
3076,kundikili magharibi b
3077,king`ombe
3080,kanalunwa
3082,ipululu
3083,mogitu.a.
3084,madindika
3087,maforoni
3089,ngweni
3094,nyamateng'enga
3095,ginja
3096,mang'amba
3102,machimu
3103,nyakibingo
3108,siasa
3109,moyamayoka
3113,umbwateni
3116,kabera
3117,kilungu
3121,mwanhuli
3123,hasale
3125,nasuro b
3128,kibululu
3130,chemchem
3131,kizapala
3136,mamburu
3145,pahi mashariki
3150,hongwa b
3152,balangai
3158,mahokoi
3161,lyamrakana
3162,gulioni
3163,mukafigili
3164,kigunga
3165,igamba kati
3172,kiverenge
3174,idubula
3177,changarawe b
3179,14kambalage
3181,izika
3183,matimba
3185,mapogolo a
3189,chikongo
3190,shinga
3192,ngogomoni
3194,mende
3196,bukundi
3197,kashelo a
3204,center a
3207,nyamateng'enga
3209,mtindili
3212,usagara
3216,mwigumbi centre
3217,kiwida
3221,kashelo a
3222,seka
3227,kwala
3232,mwabayanda (s)
3243,mfulu
3246,ngonga
3247,mwangaza
3248,mishagiwela
3251,ngombezi
3252,kabera
3256,madindika
3260,lumage
3273,haruzale
3276,simambwe
3284,chanyangabwa a
3286,mariba
3289,tuleane
3293,mwakadele
3294,mchombe a
3300,kumkomakoma
3304,seseko
3305,chiwindi
3306,masololo
3309,mwenge
3313,muruherere
3315,simambwe
3317,kitwe
3321,kinyeto
3322,rau kati
3323,nyakisiku
3326,malla
3327,kitembe
3337,unyang'ongo
3339,itugutu
3340,kiloleli
3342,endamagai
3346,lumbila kati
3347,bunukangoma
3351,lugongoni
3352,machimu
3363,mbae mashariki
3364,buswalila
3369,mwasija
3370,seela kati
3371,kanioga b
3372,mgomba kaskazini
3375,hospital
3379,mwabumwandu
3380,mganza kati
3385,bunyanyembe
3386,magofu
3393,endaqulaqula
3394,kiloweko
3395,saja kati
3397,mseke a
3401,itete kitima
3406,ikigijo
3408,king`ombe
3409,ngembambili b
3411,fungafunga
3418,itembweni
3420,mugongo
3428,14kambalage
3431,rukira
3432,kashishi magharibi
3438,kaluyango
3442,lyangoloko
3444,ngalinje
3445,bikera
3448,kaishente
3451,isengo a
3452,namayanga
3453,mwabomba
3455,kalemela a
3457,barabara 2b
3458,katapulo
3459,mikoroshini
3460,changaraw
3461,unyarughe
3462,mkunguakiend
3465,chanyangabwa a
3466,sautimoja
3467,uhemeli kati
3470,sokomsuya
3471,itekesha b
3474,kibanda
3475,maforoni
3476,ititi
3478,dinyanga
3481,barabara 2b
3482,kiwambo mjini
3484,msasa a
3486,matimba
3487,kizungu
3488,kirundo a
3490,kamazi
3493,mahokoi
3494,molemu
3496,ngubu
3500,14kambalage
3503,nduta
3504,muungano
3506,kitembe
3509,mwabumwandu
3510,kweditiribe
3512,olbili shuleni
3518,kiria b
3520,nemba
3522,kiverenge
3524,kyala chini
3526,kitarahota b
3528,muhimbili
3529,biafra
3530,upuge a
3532,makangara
3535,ngombezi
3538,mwakunduli
3545,mbuyura a
3547,gwanzu
3550,isasa
3552,mtenga
3555,kasenda
3562,nkungulu
3570,mpara
3572,dilima
3575,center magharibi
3581,kiraeni
3586,kiloweko
3592,mubamba
3597,nyamikoma
3598,ngalinje
3600,oboke
3603,mang'amba
3604,magofu
3606,msufini
3608,warangi b
3609,kagarama
3610,chakwale mjini
3612,seela kati
3614,lowasi
3615,uri
3616,msowero b
3621,tandai
3624,kumsenga
3629,14kambalage
3630,mkulima
3634,kumweluro
3635,kigoma
3636,lumage
3637,barabara 2b
3638,itaga
3641,kibwigwa a
3642,ngomeni
3646,kashenge
3647,cheleweni b
3651,bastena
3656,byasyo
3657,laso kati
3658,mgeduli
3662,matarura
3663,ng'ombo kati
3666,ruvuma juu
3672,magadini
3675,bwiti
3676,luchelele kati
3678,chivu a
3679,rwisaka
3683,bulila
3684,mkwaja
3685,miziro
3687,balanga
3688,danida
3689,tuleane
3690,kibosho
3693,14kambalage
3695,haruzale
3698,chivu a
3700,mubamba
3702,itungulu
3715,mungoma
3719,kipalapala magharibi
3720,wino kati
3723,ngerekwe
3730,14kambalage
3732,lubuga
3734,14kambalage
3735,litembo chini
3736,kigaga a
3741,sokoni street
3745,oysterbey a
3747,14kambalage
3748,ileshera a
3754,chikongo
3755,bitare kati
3758,ilujamizi
3759,chomvu kati
3761,chakwe
3763,ndula
3764,mbweera
3767,mwamakoye
3769,ushirika
3770,tandika
3774,mgomba kaskazini
3775,makaoni
3777,g
3779,jitengeni
3780,mabamba mjini
3789,mbae mashariki
3795,bweni
3797,mbuga
3798,mto mabungo
3800,mbingilwa
3801,ikoho
3805,mkusi
3806,mtwara b
3812,makambalala a
3815,itungulu
3816,no 12
3818,kasela
3819,pachani
3820,nyakagera
3823,arusha chini
3830,nyabibuye
3831,ubamba b
3832,sautimoja
3838,ruhuwiko kanis
3842,fukayosi
3843,nyashishi
3845,msanda
3851,mkakala
3855,ngamanga
3858,kondamoyo
3859,gombero
3861,ufana
3863,cha mashariki
3864,itekesha b
3865,kikonga
3870,chakwale mjini
3874,cheleweni b
3878,byasyo
3882,nanyala kati
3890,igudija a
3892,maboma
3894,ifuma
3895,chongoleani
3898,vumari
3899,mdenga
3903,arati
3905,mkapita
3913,kiegea
3914,kahangara
3919,kigunga
3920,mnyula
3922,rugarama
3924,junjuhu
3925,pahi mashariki
3927,sarjanda
3929,makundusi
3930,matalawe
3932,kiloleli
3933,machinda
3946,nyakagina
3951,uswahilini
3954,embaruway
3960,kasenda
3961,kivukoni
3962,byasyo
3966,14kambalage
3969,namanditi
3980,kinyaba
3982,kambiala
3985,moteti
3986,kinjumbi a
3987,singita
3990,bukalangi
3992,kibingo
3995,nyaruziba
3996,reli
4002,igula
4005,tewe
4006,olbili shuleni
4008,mkoma
4012,upogoloni
4033,jj
4034,sango
4035,matogolo shule
4038,barabara 2b
4040,seka
4042,kwamba
4055,masimbani
4057,ukereni
4059,nanyati
4065,omukigando
4072,mara a
4075,mwamadulu
4080,simbo
4085,syosyo
4087,kishiha
4088,zegereni
4094,nyamaguso
4095,nyantare
4098,jineri
4099,madindika
4102,nguti
4104,kihuluko a
4105,kisungule b
4106,ubamba b
4107,ngerengere kaskazini
4109,kuvukareli
4110,mganza kati
4111,pakula
4112,rugando
4118,chimate kati
4120,salimu
4121,mwabasimbe
4124,usesi
4134,salanga
4135,majani mapana
4138,machimu
4153,gudugudu
4155,chikongo
4157,dipu
4160,gulioni
4162,uluwe
4164,isigo
4166,rugarama
4170,mawasiliano
4174,chikongo
4176,mapalamba b
4177,mtwara b
4180,laso kati
4181,mlembule
4182,polisi
4183,mifugo
4187,kisuma
4188,nkwasabaya
4190,pahi mashariki
4191,kigogo
4192,msaranga street
4193,usesi
4194,umbwateni
4199,kateela
4201,malolwa
4203,hospital
4204,mnyula
4206,godauni a
4207,nyamihini
4209,kibumayi
4210,kotela magharibi
4211,kantsi
4212,intema
4213,amuhama
4221,tupa
4226,shejo
4227,kwekangaga
4229,sogeambele
4234,mbuyura a
4235,mlete
4236,ganga b
4238,kizinga b
4241,soro
4243,msufini
4245,nyamasongo
4246,lumemo a
4247,sayuni
4248,14kambalage
4250,isebya
4252,viwandani
4256,isebya
4257,ilalambwe
4265,ngwamkanga
4269,kafule
4270,mae juu
4271,buhangija
4280,hemwambo
4281,mifugoni
4284,bulugala b
4285,ntundu
4286,ngelele
4288,nyanzenda center
4289,upendo
4290,mabambasi
4296,machonga
4298,lubuga
4301,14kambalage
4303,bisyan
4304,nampako
4312,bukene mjini
4313,ufantamie
4318,mwiluti
4320,kimaniruwemtemi
4323,kwamba
4325,tdd
4326,ilamata
4327,kitumba b
4333,kilawoyi
4336,nkuninkana
4337,tinku
4339,no 1
4340,mwamanota
4341,kenonzo
4343,sanya hoi
4344,mjenga
4348,sovoyo
4351,ostabay
4355,moteti
4361,nyamimange
4362,mtamba shule
4365,14kambalage
4366,kipalapala kaskazini
4368,tondo
4369,daktara a
4374,kiegeani
4376,chamagati
4377,bwawan
4381,kalangale
4382,maswere
4388,kadasi
4394,imalauduki
4397,itete a
4402,kilungu
4405,arusha chini
4408,cheleweni b
4415,kalila
4417,mahokoi
4420,moteti
4422,iwengi
4423,ibangamoyo
4424,nyambubi a
4427,keko
4428,mkwakwani
4430,idopedope
4432,keko
4433,14kambalage
4437,pande
4443,14kambalage
4445,sogeambele
4449,tangu
4453,ujindile kati
4454,kilongoni
4456,kilimahewa a
4457,kidete
4458,irua
4459,mitumbati
4460,tangini
4462,chakwale mjini
4464,mgugumbalo
4465,kilala b
4467,nyakisiku
4469,kibomonche
4481,mkwalia
4482,galani
4484,magofu
4485,sautimoja
4491,kibululu
4495,nyakaiga a
4496,madizini
4501,katongo
4506,shilingwa
4511,mji mpya
4515,namba mbili
4517,mighisiu
4522,olubomba
4527,kilimani hewa
4532,baukani b
4537,itukisyu
4544,king`ombe
4548,kangazi
4549,silamila a
4552,makiungu
4557,ngomeni
4559,muhintiri
4563,14kambalage
4566,mbae mashariki
4571,lyasa a
4576,isamo
4577,jitengeni
4582,mwika
4584,kakuta
4585,mwagala b
4587,sora
4591,14kambalage
4592,nyakagina
4594,ukereni
4595,mugumu
4596,nakawale a
4600,ngara mjini
4601,iwanga kati
4602,unguu road
4605,kudiembe
4606,mpaji
4611,mauo
4612,kumurenge
4613,mbingilwa
4614,shinga
4616,mkuranga b
4623,tandika
4626,nanyala kati
4639,oltukay
4640,isabula
4642,ipallyanzati
4647,buhanga
4650,tandika
4654,balanga
4655,riroda kati
4656,endaqulaqula
4657,kikoro
4659,mwiluti
4661,matale
4664,chikongo
4665,itugutu
4670,makonde
4672,nyakalembe
4674,mae juu
4675,no 1
4678,dusala
4679,omukashenyi
4681,ighuu
4682,mofi
4684,iyunguya
4688,kiwalaa
4694,kaluyango
4695,chikongo
4699,kazaroho mashariki
4700,tangini
4704,isesa
4711,kibumayi
4713,buhangija
4714,kisuma
4718,mwanhuli
4720,usimba a
4721,igamba kati
4722,kamnyalile
4723,uwa
4724,ugindoni
